years_bp,gisp2_temp_c,epica_co2_ppm,solar_delta_14c,geomagnetic_vadm,global_sea_level_anomaly_m
4010,-31.012,273.94,23.2,7.536,1.8623508674751004
4020,-30.97046153846154,273.71142857142854,23.7,7.526,1.844666981503873
4030,-30.91453333333333,273.48285714285714,25.7,7.486,1.8269486942372881
4040,-30.91186666666667,273.2542857142857,29.3,7.414,1.809196357826315
4050,-30.76593846153846,273.0257142857143,32.6,7.348,1.791410324421923
4060,-30.66796923076923,272.79714285714283,34.1,7.318,1.773590946175083
4070,-30.629,272.56857142857143,34.0,7.32,1.755738575236764
4080,-30.619230769230768,272.34,33.4,7.332,1.7378535637579355
4090,-30.527538461538462,272.1114285714286,30.0,7.4,1.7199362638895683
4100,-30.46090909090909,271.8828571428571,26.9,7.462,1.7019870277826314
4110,-30.4038,271.6979381443299,27.9,7.442,1.6840062075880946
4120,-30.352892307692308,271.6876288659794,31.0,7.38,1.6659941554569282
4130,-30.3132,271.67731958762886,34.5,7.31,1.6479512235401015
4140,-30.30643076923077,271.66701030927834,35.8,7.284,1.6298777639885837
4150,-30.300307692307694,271.6567010309278,32.0,7.36,1.611774128953346
4160,-30.317733333333333,271.6463917525773,27.8,7.444,1.5936406705853572
4170,-30.373485714285714,271.63608247422684,29.8,7.404,1.5754777410355874
4180,-30.442914285714288,271.6257731958763,31.0,7.38,1.557285692455006
4190,-30.4728,271.6154639175258,30.4,7.392,1.5390648769945834
4200,-30.43146666666667,271.6051546391753,33.5,7.33,1.5208156468052885
4210,-30.3221,271.6857142857143,37.8,7.244,1.5025383540380917
4220,-30.207466666666665,271.8571428571429,38.6,7.228,1.4842333508439631
4230,-30.186133333333334,272.02857142857147,37.4,7.252,1.4659009893738713
4240,-30.1696,272.20000000000005,35.4,7.292,1.447541621778787
4250,-30.1374,272.37142857142857,33.8,7.324,1.4291556002096801
4260,-30.146553846153846,272.54285714285714,34.1,7.318,1.4107432768175199
4270,-30.233904000000003,272.7142857142857,35.9,7.282,1.3923050037532763
4280,-30.320944,272.7029850746269,38.6,7.228,1.3738411331679188
4290,-30.407984,272.5089552238806,38.1,7.238,1.3553520172124176
4300,-30.560215384615383,272.3149253731343,35.9,7.282,1.3368380080377424
4310,-30.711784615384616,272.1208955223881,36.6,7.268,1.3182994577948628
4320,-30.7604,271.9268656716418,37.7,7.246,1.2997367186347488
4330,-30.80206666666667,271.7328358208955,40.7,7.186,1.2811501427083696
4340,-30.872676923076924,271.53880597014927,43.6,7.128,1.2625400821666954
4350,-30.9266,271.4789473684211,43.5,7.13,1.2439068891606964
4360,-30.971876923076923,271.4526315789474,42.2,7.156,1.225250915841342
4370,-31.0528,271.4263157894737,44.8,7.104,1.2065725143596016
4380,-31.0964,271.40000000000003,46.7,7.066,1.1878720368664453
4390,-31.049466666666667,271.37368421052633,47.6,7.048,1.169149835512843
4400,-31.039857142857144,271.34736842105264,48.6,7.028,1.1504062624497637
4410,-31.075233333333337,271.32105263157894,46.3,7.074,1.1316416698281786
4420,-31.179566666666666,271.2947368421053,40.4,7.192,1.1128564097990565
4430,-31.2968,271.2684210526316,39.2,7.216,1.094050834513367
4440,-31.4157,271.2421052631579,40.0,7.2,1.0752252961220805
4450,-31.484266666666667,271.21578947368425,36.6,7.268,1.0563801467761662
4460,-31.5024,271.18947368421055,36.7,7.266,1.0375157386265943
4470,-31.47870769230769,271.16315789473686,40.4,7.192,1.0186324238243345
4480,-31.486533333333334,271.13684210526316,43.2,7.136,0.9997305545203564
4490,-31.49796923076923,271.1105263157895,46.7,7.066,0.9808104828656299
4500,-31.4914,270.9775510204082,48.3,7.034,0.9618725610111246
4510,-31.4524,270.77346938775514,48.6,7.028,0.9429171411078104
4520,-31.1728,270.56938775510207,45.4,7.092,0.9239445753066572
4530,-31.0903,270.365306122449,40.9,7.182,0.9049552157586347
4540,-31.057046153846155,270.1612244897959,40.9,7.182,0.8859494146147125
4550,-31.09790769230769,269.95714285714286,42.9,7.142,0.8669275240258604
4560,-31.140984615384614,269.75306122448984,45.1,7.098,0.8478898961430484
4570,-31.167815384615384,269.54897959183677,45.5,7.09,0.8288368831172461
4580,-31.211046153846155,269.3448979591837,43.2,7.136,0.8097688370994234
4590,-31.304057142857143,269.1408163265306,42.9,7.142,0.7906861102405497
4600,-31.514342857142857,269.2018181818182,45.5,7.09,0.7715890546915953
4610,-31.6812,269.32909090909095,47.2,7.056,0.7524780226035296
4620,-31.709046153846153,269.4563636363637,45.9,7.082,0.7333533661273223
4630,-31.616061538461537,269.5836363636364,45.6,7.088,0.7142154374139437
4640,-31.55236923076923,269.7109090909091,47.6,7.048,0.695064588614363
4650,-31.555969230769232,269.8404761904762,46.3,7.074,0.6759011718795502
4660,-31.52883076923077,269.97539682539684,45.0,7.1,0.6567255393604752
4670,-31.499384615384617,270.11031746031745,48.3,7.034,0.6375380432081076
4680,-31.524,270.2452380952381,52.7,6.946,0.6183390355734171
4690,-31.654333333333334,270.3801587301587,54.2,6.916,0.5991288686073737
4700,-31.727942857142857,270.5150793650794,52.6,6.948,0.579907894460947
4710,-31.793015384615384,270.65000000000003,52.3,6.954,0.5606764652851067
4720,-31.86586666666667,270.78492063492064,53.1,6.938,0.5414349332308229
4730,-31.932533333333332,270.9198412698413,52.7,6.946,0.5221836504490652
4740,-31.97436923076923,271.0547619047619,52.3,6.954,0.502922969090803
4750,-32.01032,271.18968253968256,56.2,6.8759999999999994,0.48365324130700676
4760,-32.0355,271.32460317460317,62.5,6.75,0.4643748192486458
4770,-31.982499999999998,271.45952380952383,67.0,6.66,0.4450880550666898
4780,-31.94286153846154,271.46216216216214,68.4,6.632,0.425793300912109
4790,-31.927085714285717,271.4081081081081,67.8,6.644,0.40649090893587275
4800,-31.880307692307692,271.3540540540541,66.7,6.666,0.3871812312889509
4810,-31.649846153846152,271.3,65.8,6.684,0.3678646201223134
4820,-31.31636923076923,271.24594594594595,64.4,6.712,0.34854142758692996
4830,-31.095054545454545,271.1918918918919,60.6,6.788,0.32921200583377
4840,-31.026225,271.1378378378378,56.8,6.864,0.3098767070138039
4850,-31.027475,271.08378378378376,54.1,6.918,0.290535883278001
4860,-30.985714285714284,271.0297297297297,51.1,6.978,0.2711898867773311
4870,-30.931428571428572,270.9756756756757,48.3,7.034,0.2518390696627642
4880,-30.87809230769231,270.9216216216216,46.6,7.068,0.23248378408526998
4890,-30.828553846153845,270.86756756756756,46.8,7.064,0.21312438219581792
4900,-30.784,270.8135135135135,48.5,7.03,0.19376121614537822
4910,-30.69163076923077,270.75945945945944,49.8,7.004,0.1743946380849205
4920,-30.58630769230769,270.7054054054054,50.7,6.986,0.1550250001654143
4930,-30.526,270.49,52.3,6.954,0.13565265453782976
4940,-30.398615384615383,270.25666666666666,55.0,6.9,0.11627795335313648
4950,-30.3,270.0233333333333,57.1,6.858,0.09690124876230405
4960,-30.239692307692305,269.79,55.8,6.884,0.07752289291630257
4970,-30.24,269.5566666666667,54.7,6.906,0.05814323796610173
4980,-30.230153846153847,269.3233333333333,52.4,6.952,0.038762636062670976
4990,-30.14966153846154,269.24,52.4,6.952,0.01938143935698055
5000,-30.028184615384617,269.17333333333335,53.7,6.926,0.0
5010,-29.90425714285714,269.1066666666667,57.3,6.854,-0.019342964473230365
5020,-29.90282857142857,269.04,60.1,6.798,-0.038610775916912574
5030,-30.041,268.97333333333336,59.9,6.802,-0.057806141263940514
5040,-30.220657142857142,268.9066666666667,59.1,6.818,-0.07693176744720806
5050,-30.357514285714288,268.84000000000003,55.9,6.882,-0.09599036139960908
5060,-30.342657142857142,268.77333333333337,53.4,6.932,-0.11498463005403746
5070,-30.299371428571426,268.7066666666667,54.1,6.918,-0.1339172803433871
5080,-30.24990769230769,268.64000000000004,55.0,6.9,-0.15279101920055185
5090,-30.248984615384614,268.6363636363637,55.3,6.894,-0.17160855355842564
5100,-30.32742857142857,268.72727272727275,57.4,6.852,-0.19037259034990225
5110,-30.369028571428572,268.8181818181818,61.5,6.77,-0.20908583650787566
5120,-30.3256,268.90909090909093,63.3,6.734,-0.2277509989652397
5130,-30.21645714285714,269.0,62.9,6.742,-0.24637078465488824
5140,-30.14566153846154,269.0909090909091,61.7,6.766,-0.26494790050971523
5150,-30.083571428571428,269.1818181818182,60.9,6.782,-0.28348505346261443
5160,-29.982142857142858,269.2727272727273,63.7,6.726,-0.3019849504464799
5170,-29.979971428571428,269.3636363636364,67.5,6.65,-0.3204502983942053
5180,-29.993257142857143,269.4545454545455,69.3,6.614,-0.3388838042386847
5190,-30.0056,269.54545454545456,72.9,6.542,-0.35728817491281184
5200,-29.9696,269.6363636363636,76.1,6.478,-0.37566611734948063
5210,-30.016000000000002,269.72727272727275,77.3,6.454,-0.3940203384815851
5220,-30.100114285714284,269.752688172043,76.5,6.47,-0.4123535452420189
5230,-30.18982857142857,269.51612903225805,78.8,6.4239999999999995,-0.43066844456367603
5240,-30.169999999999998,269.27956989247315,78.6,6.428,-0.4489677433794504
5250,-30.151257142857144,269.0430107526882,81.1,6.378,-0.46725414862223585
5260,-30.1524,268.80645161290323,81.9,6.362,-0.4855303672249262
5270,-30.239257142857145,268.5698924731183,82.2,6.356,-0.5037991061204153
5280,-30.327828571428572,268.33333333333337,80.9,6.382,-0.5220630722415973
5290,-30.412742857142856,268.0967741935484,78.9,6.422,-0.5403249725213658
5300,-30.478457142857142,267.86021505376345,77.7,6.446,-0.5585875138926149
5310,-30.544207999999998,267.6236559139785,75.2,6.496,-0.5768534032882382
5320,-30.609968,267.15000000000003,69.5,6.609999999999999,-0.5951253476411297
5330,-30.711599999999997,266.65000000000003,62.8,6.744,-0.6134060538841835
5340,-30.896933333333333,266.15000000000003,61.9,6.7620000000000005,-0.6316982289502932
5350,-31.082666666666665,265.65000000000003,65.2,6.696,-0.6500045797723527
5360,-31.2688,265.29829545454544,65.1,6.698,-0.668327813283256
5370,-31.3608,265.2926136363636,66.0,6.68,-0.6866706364158969
5380,-31.436514285714285,265.2869318181818,69.8,6.604,-0.7050357561031694
5390,-31.487723076923075,265.28125,73.1,6.538,-0.7234258792779672
5400,-31.464953846153847,265.2755681818182,74.2,6.516,-0.7418437128731843
5410,-31.49048,265.2698863636364,77.2,6.4559999999999995,-0.7602919638217146
5420,-31.516714285714286,265.26420454545456,81.3,6.3740000000000006,-0.7787733390564519
5430,-31.516428571428573,265.25852272727275,84.0,6.32,-0.7972905455102901
5440,-31.43443076923077,265.25284090909093,82.0,6.359999999999999,-0.8158462901161231
5450,-31.323942857142857,265.24715909090907,79.2,6.416,-0.8344432798068446
5460,-31.211013333333334,265.24147727272725,79.1,6.418,-0.8530842215153489
5470,-31.14008,265.23579545454544,76.5,6.47,-0.8717718221745294
5480,-31.074373333333334,265.2301136363636,72.3,6.554,-0.8905087887172805
5490,-31.006285714285713,265.2244318181818,69.3,6.614,-0.9092978280764956
5500,-30.919714285714285,265.21875,70.3,6.594,-0.9281416471850688
5510,-30.88042666666667,265.2130681818182,75.0,6.5,-0.9470429529758938
5520,-30.834880000000002,265.2073863636364,76.3,6.474,-0.9660044523818648
5530,-30.74714666666667,265.20170454545456,78.6,6.428,-0.9850288523358756
5540,-30.605653333333333,265.55,81.9,6.362,-1.0041188597708197
5550,-30.4572,266.05,83.0,6.34,-1.0232771816195916
5560,-30.323866666666667,266.55,83.8,6.324,-1.0425065248150844
5570,-30.188186666666667,267.05,84.5,6.3100000000000005,-1.0618095962901928
5580,-30.078400000000002,267.55,81.3,6.3740000000000006,-1.08118910297781
5590,-30.0304,267.5130681818182,74.3,6.514,-1.1006477518108304
5600,-30.06352,267.41647727272726,68.8,6.6240000000000006,-1.1201882497221476
5610,-30.07216,267.3198863636364,63.9,6.7219999999999995,-1.1398133036446556
5620,-30.030559999999998,267.22329545454545,66.1,6.678,-1.159525620511248
5630,-29.95464,267.1267045454546,69.6,6.6080000000000005,-1.1793279072548195
5640,-29.914114285714287,267.03011363636364,72.4,6.552,-1.1992228708082628
5650,-29.9324,266.93352272727276,72.5,6.55,-1.2192132181044724
5660,-29.995333333333335,266.8369318181818,68.3,6.634,-1.2393016560763421
5670,-30.06305,266.7403409090909,67.8,6.644,-1.2594908916567662
5680,-30.135550000000002,266.64375,69.7,6.606,-1.279783631778638
5690,-30.18216,266.5471590909091,71.6,6.568,-1.3001825833748517
5700,-30.21,266.4505681818182,73.7,6.526,-1.3206904533783006
5710,-30.214000000000002,266.35397727272726,74.2,6.516,-1.3413099487218796
5720,-30.285050000000002,266.25738636363633,73.8,6.524,-1.3620437763384814
5730,-30.351775,266.16079545454545,73.1,6.538,-1.382894643161001
5740,-30.391025,266.0642045454545,72.4,6.552,-1.4038652561223317
5750,-30.40245,265.96761363636364,70.1,6.598,-1.4249583221553674
5760,-30.403175,265.8873684210526,67.6,6.648,-1.446176548193002
5770,-30.414925,265.8452631578947,67.3,6.654,-1.4675226411681295
5780,-30.4558,265.80315789473684,68.7,6.6259999999999994,-1.4889993080136434
5790,-30.5258,265.76105263157893,70.4,6.592,-1.5106092556624382
5800,-30.627975000000003,265.718947368421,71.1,6.578,-1.5323551910474074
5810,-30.68016,265.6768421052631,73.7,6.526,-1.554239821101445
5820,-30.60736,265.63473684210527,76.1,6.478,-1.5762658527574445
5830,-30.53369411764706,265.59263157894736,81.6,6.368,-1.5984359929483003
5840,-30.47149333333333,265.55052631578945,83.4,6.332,-1.6207529486069059
5850,-30.514426666666665,265.5084210526316,83.4,6.332,-1.643219426666156
5860,-30.55544,265.03170731707314,83.4,6.332,-1.665838134058943
5870,-30.59354666666667,264.4463414634146,84.4,6.311999999999999,-1.688611777718162
5880,-30.617013333333333,263.8609756097561,85.7,6.286,-1.7115430645767062
5890,-30.59355,263.27560975609754,84.7,6.306,-1.7346347015674701
5900,-30.5388,262.690243902439,81.6,6.368,-1.7578893956233472
5910,-30.4748,262.1048780487805,78.0,6.4399999999999995,-1.7813098536772316
5920,-30.430266666666665,261.51951219512193,75.9,6.481999999999999,-1.8048987826620166
5930,-30.4052,260.9341463414634,74.2,6.516,-1.8286588895105969
5940,-30.3404,261.25384615384615,71.4,6.572,-1.8525928811558656
5950,-30.278933333333335,262.17692307692306,69.5,6.609999999999999,-1.876703464530717
5960,-30.2208,263.09999999999997,71.1,6.578,-1.900993346568045
5970,-30.264266666666668,264.0230769230769,75.3,6.494,-1.9254652342007437
5980,-30.302933333333335,264.94615384615383,79.0,6.42,-1.9501218343617062
5990,-30.3368,265.86923076923074,76.6,6.468,-1.974965853983827
6000,-30.317866666666667,266.68666666666667,71.4,6.572,-2.0
6010,-30.276799999999998,266.55333333333334,68.6,6.628,-2.025409825273583
6020,-30.2136,266.42,68.3,6.634,-2.0513712794656134
6030,-30.319314285714285,266.28666666666663,68.6,6.628,-2.077872664705507
6040,-30.455199999999998,266.1533333333333,69.9,6.602,-2.104902283122677
6050,-30.6112,266.02,73.8,6.524,-2.132448436846538
6060,-30.682933333333335,265.88666666666666,74.7,6.506,-2.1604994280065055
6070,-30.734533333333335,265.75333333333333,74.7,6.506,-2.1890435587319934
6080,-30.766,265.62,78.2,6.436,-2.2180691311524163
6090,-30.6985,265.4891509433962,82.8,6.344,-2.2475644473971887
6100,-30.620773333333336,265.3806603773585,85.3,6.2940000000000005,-2.2775178095957247
6110,-30.527706666666667,265.27216981132074,83.1,6.338,-2.3079175198774395
6120,-30.554624999999998,265.163679245283,79.0,6.42,-2.338751880371747
6130,-30.59331764705882,265.0551886792453,77.3,6.454,-2.370009193208062
6140,-30.628376470588233,264.94669811320756,81.2,6.3759999999999994,-2.401677760515799
6150,-30.6445,264.8382075471698,87.3,6.254,-2.4337458844243725
6160,-30.648,264.72971698113207,90.8,6.184,-2.4662018670631967
6170,-30.66075,264.6212264150943,90.1,6.198,-2.4990340105616866
6180,-30.707546666666666,264.5127358490566,87.6,6.248,-2.5322306170492563
6190,-30.805413333333334,264.40424528301884,85.1,6.298,-2.5657799886553208
6200,-30.86662857142857,264.29575471698115,82.8,6.344,-2.5996704275092934
6210,-30.906133333333333,264.1872641509434,80.4,6.3919999999999995,-2.6338902357405902
6220,-30.928,264.07877358490566,78.8,6.4239999999999995,-2.6684277154786242
6230,-30.94575,263.9702830188679,79.9,6.402,-2.7032711688528117
6240,-30.998094117647057,263.8617924528302,84.4,6.311999999999999,-2.738408897992565
6250,-31.102329411764707,263.7533018867924,89.4,6.212,-2.7738292050273
6260,-31.12744,263.6448113207547,91.3,6.1739999999999995,-2.8095203920864313
6270,-31.087129411764707,263.536320754717,89.2,6.216,-2.845470761299373
6280,-30.920776470588233,263.42783018867925,85.4,6.292,-2.8816686147955393
6290,-30.802975,263.3193396226415,81.5,6.37,-2.918102254704345
6300,-30.733725,263.21084905660376,77.8,6.444,-2.9547599831552045
6310,-30.741623529411765,263.075,74.2,6.516,-2.991630102277533
6320,-30.766,262.9361111111111,72.0,6.5600000000000005,-3.0287009142007433
6330,-30.822,262.7972222222222,73.1,6.538,-3.065960721054252
6340,-30.88098666666667,262.6296875,75.2,6.496,-3.1033978249674723
6350,-30.92298823529412,262.3953125,75.4,6.492,-3.141000528069819
6360,-30.891929411764707,262.1609375,75.2,6.496,-3.178757132490706
6370,-30.879333333333335,261.9265625,78.7,6.426,-3.216655940359549
6380,-30.8852,261.6921875,83.2,6.336,-3.254685253805762
6390,-30.96066666666667,261.4578125,82.1,6.3580000000000005,-3.292833374958759
6400,-30.9899,261.2234375,77.0,6.46,-3.331088605947955
6410,-30.9729,261.19473684210527,73.1,6.538,-3.369439248902765
6420,-30.91432,261.18888888888887,74.4,6.512,-3.4078736059526022
6430,-30.852293333333336,261.1830409356725,78.4,6.432,-3.4463799792268817
6440,-30.79202666666667,261.1771929824561,77.5,6.45,-3.484946670855018
6450,-30.702092307692308,261.1713450292398,75.3,6.494,-3.5235619829664264
6460,-30.6096,261.16549707602337,75.5,6.49,-3.5622142176905203
6470,-30.52832,261.159649122807,77.5,6.45,-3.6008916771567145
6480,-30.54352,261.1538011695906,79.2,6.416,-3.6395826634944237
6490,-30.566325000000003,261.1479532163743,77.5,6.45,-3.678275478833062
6500,-30.657575,261.14210526315793,73.9,6.522,-3.716958425302045
6510,-30.755074999999998,261.1362573099415,74.1,6.518,-3.7556198050307845
6520,-30.858825,261.1304093567252,76.6,6.468,-3.7942479201486994
6530,-30.925529411764707,261.1245614035088,78.0,6.4399999999999995,-3.8328310727851997
6540,-30.967333333333332,261.11871345029243,78.3,6.434,-3.8713575650697023
6550,-30.926,261.11286549707603,79.5,6.41,-3.9098156991316215
6560,-30.916574999999998,261.1070175438597,78.3,6.434,-3.948193777100372
6570,-30.9307,261.1011695906433,76.7,6.466,-3.986480101105367
6580,-31.0337,260.97636363636366,78.2,6.436,-4.024662973276023
6590,-31.089733333333335,260.8218181818182,81.8,6.364,-4.0627306957417515
6600,-31.0988,260.66727272727275,83.0,6.34,-4.10067157063197
6610,-30.959600000000002,260.51272727272726,83.1,6.338,-4.138473900076092
6620,-30.868000000000002,260.35818181818183,84.6,6.308,-4.176125986203531
6630,-30.824,260.20363636363635,83.8,6.324,-4.213616131143704
6640,-30.85978666666667,260.0490909090909,82.6,6.348,-4.250932637026023
6650,-30.900975000000003,259.89454545454544,83.1,6.338,-4.288063805979902
6660,-30.908224999999998,259.74,82.5,6.35,-4.324997940134759
6670,-30.921775,259.5854545454545,79.6,6.408,-4.361723341620005
6680,-30.938724999999998,259.4309090909091,77.1,6.458,-4.398228312565056
6690,-30.961975,259.64827586206894,77.9,6.442,-4.434501155099326
6700,-30.9341,259.95862068965516,80.3,6.394,-4.470530171352231
6710,-30.8551,260.2689655172414,82.7,6.346,-4.506303663453183
6720,-30.717825,260.5793103448276,84.1,6.318,-4.5418099335315985
6730,-30.564625,260.88965517241377,84.0,6.32,-4.577037283716891
6740,-30.389375,261.2,82.0,6.359999999999999,-4.6119740161384755
6750,-30.2437,261.5103448275862,78.8,6.4239999999999995,-4.646608432925767
6760,-30.114894117647058,261.82068965517243,79.6,6.408,-4.680928836208179
6770,-30.023835294117646,262.10720720720724,83.0,6.34,-4.714923528115125
6780,-29.8933,262.1792792792793,83.4,6.332,-4.748580810776022
6790,-29.70355,262.2513513513514,81.6,6.368,-4.781888986320283
6800,-29.556611764705885,262.32342342342343,78.1,6.438000000000001,-4.814836356877324
6810,-29.433082352941177,262.3954954954955,77.9,6.442,-4.8474112245765575
6820,-29.42390588235294,262.4675675675676,83.0,6.34,-4.879601891547398
6830,-29.41604705882353,262.53963963963963,84.2,6.316,-4.91139665991926
6840,-29.41016470588235,262.6117117117117,85.2,6.295999999999999,-4.942783831821561
6850,-29.333294117647057,262.6837837837838,84.0,6.32,-4.973751709383713
6860,-29.226,262.7558558558558,83.1,6.338,-5.00428859473513
6870,-29.089764705882352,262.82792792792793,85.1,6.298,-5.0343827900052265
6880,-28.992974999999998,262.9,86.7,6.266,-5.0640225973234205
6890,-28.988225,262.3666666666667,85.0,6.3,-5.093196318819122
6900,-28.9819,261.8333333333333,83.8,6.324,-5.121892256621747
6910,-28.9662,261.3,84.5,6.3100000000000005,-5.15009871286071
6920,-28.8722,260.76666666666665,86.2,6.276,-5.177803989665427
6930,-28.85261176470588,260.23333333333335,87.8,6.244,-5.204996389165312
6940,-28.907435294117647,259.7,87.8,6.244,-5.231664213489776
6950,-28.988999999999997,259.1666666666667,85.3,6.2940000000000005,-5.257795764768239
6960,-29.0685,258.6333333333333,84.8,6.304,-5.283379345130111
6970,-29.113,258.1,86.2,6.276,-5.30840325670481
6980,-29.249670588235293,258.0264705882353,87.0,6.26,-5.332855801621747
6990,-29.44778823529412,257.95294117647063,86.7,6.266,-5.3567252820103395
7000,-29.704988235294117,257.8794117647059,85.6,6.288,-5.38
7010,-29.939062857142858,257.8058823529412,84.6,6.308,-5.4027866430712415
7020,-30.054377142857142,257.7323529411765,83.9,6.322,-5.425204992640675
7030,-30.16969142857143,257.6588235294118,83.6,6.328,-5.447262991741861
7040,-30.285005714285717,257.66266666666667,84.7,6.306,-5.468968583408359
7050,-30.383176470588236,257.976,87.3,6.254,-5.490329710673734
7060,-30.474,258.28933333333333,89.1,6.218,-5.511354316571543
7070,-30.596823529411765,258.60266666666666,89.1,6.218,-5.5320503441353495
7080,-30.726533333333332,258.916,89.3,6.214,-5.552425736398714
7090,-30.87231111111111,259.22933333333333,90.3,6.194,-5.572488436395197
7100,-30.95449411764706,259.54266666666666,92.1,6.158,-5.592246387158361
7110,-30.973082352941177,259.856,94.1,6.118,-5.611707531721764
7120,-30.968676923076924,260.1693333333333,96.8,6.064,-5.630879813118971
7130,-30.9985,260.48266666666666,100.7,5.986,-5.649771174383541
7140,-31.0683,260.796,105.4,5.8919999999999995,-5.668389558549035
7150,-31.1112,261.1093333333333,104.9,5.901999999999999,-5.686742908649016
7160,-31.127200000000002,261.42266666666666,96.8,6.064,-5.704839167717042
7170,-31.193270588235293,261.736,88.8,6.224,-5.722686278786676
7180,-31.2808,262.0493333333333,86.2,6.276,-5.740292184891478
7190,-31.372329411764706,262.31627906976746,87.6,6.248,-5.757664829065011
7200,-31.433325,262.39767441860465,90.9,6.182,-5.774812154340836
7210,-31.423075,262.47906976744184,94.9,6.102,-5.7917421037525125
7220,-31.35395294117647,262.5604651162791,98.5,6.03,-5.808462620333602
7230,-31.2596,262.6418604651163,100.6,5.9879999999999995,-5.8249816471176645
7240,-31.17818823529412,262.7232558139535,100.5,5.99,-5.841307127138263
7250,-31.097,262.8046511627907,98.1,6.038,-5.857447003428958
7260,-31.016333333333332,262.8860465116279,94.2,6.116,-5.873409219023312
7270,-30.91835294117647,262.9674418604651,91.4,6.172,-5.889201716954884
7280,-30.803058823529412,262.89465648854963,90.6,6.188000000000001,-5.904832440257235
7290,-30.73030588235294,262.71908396946566,91.5,6.17,-5.920309331963927
7300,-30.66896842105263,262.5435114503817,93.3,6.134,-5.93564033510852
7310,-30.61465263157895,262.3679389312977,94.1,6.118,-5.950833392724578
7320,-30.571360000000002,262.19236641221374,92.3,6.154,-5.965896447845659
7330,-30.57216,262.0167938931298,89.4,6.212,-5.980837443505325
7340,-30.533355555555556,261.8412213740458,88.3,6.234,-5.995664322737138
7350,-30.47757777777778,261.66564885496183,89.8,6.204,-6.0103850285746585
7360,-30.3766,261.49007633587786,90.7,6.186,-6.025007504051447
7370,-30.273482352941176,261.3145038167939,89.8,6.204,-6.039539692201065
7380,-30.196305882352938,261.1389312977099,93.3,6.134,-6.053989536057073
7390,-30.109435294117645,260.96335877862595,96.8,6.064,-6.068364978653034
7400,-30.008023529411762,260.787786259542,100.2,5.996,-6.082673963022508
7410,-29.924575,260.575,102.4,5.952,-6.096924432199056
7420,-29.85350588235294,260.325,99.4,6.012,-6.1111243292162385
7430,-29.824564705882356,260.075,85.5,6.29,-6.125281597107617
7440,-29.852444444444444,259.825,82.9,6.342,-6.139404178906752
7450,-29.965555555555557,259.575,87.1,6.258,-6.1535000176472066
7460,-30.048917647058822,259.325,89.1,6.218,-6.16757705636254
7470,-30.11244705882353,259.075,88.6,6.228,-6.181643238086314
7480,-30.122625,258.825,87.4,6.252,-6.19570650585209
7490,-30.15030588235294,258.575,87.4,6.252,-6.2097748026934285
7500,-30.232658823529412,258.4310975609756,89.0,6.22,-6.223856071643891
7510,-30.279733333333333,258.53475609756094,87.3,6.254,-6.237958255737038
7520,-30.30328888888889,258.63841463414633,82.0,6.359999999999999,-6.252089298006431
7530,-30.294635294117647,258.7420731707317,83.6,6.328,-6.266257141485631
7540,-30.26896470588235,258.84573170731704,90.4,6.192,-6.2804697292082
7550,-30.162611764705883,258.9493902439024,94.8,6.104,-6.2947350042076975
7560,-30.10546666666667,259.0530487804878,94.0,6.12,-6.309060909517685
7570,-30.12213333333333,259.15670731707314,88.2,6.236,-6.323455388171723
7580,-30.1816,259.2603658536585,82.5,6.35,-6.337926383203376
7590,-30.269599999999997,259.3640243902439,80.6,6.388,-6.352481837646201
7600,-30.290399999999998,259.4676829268293,81.9,6.362,-6.367129694533762
7610,-30.290870588235297,259.5713414634146,81.7,6.366,-6.381877896899619
7620,-30.277223529411764,259.675,79.1,6.418,-6.3967343877773315
7630,-30.218635294117647,259.7786585365854,79.3,6.414,-6.411707110200462
7640,-30.115105882352943,259.8823170731707,82.0,6.359999999999999,-6.4268040072025725
7650,-30.007058823529412,259.9859756097561,84.1,6.318,-6.442033021817222
7660,-29.892126315789472,260.0896341463415,83.9,6.322,-6.457402097077974
7670,-29.72538947368421,260.14655172413796,81.1,6.378,-6.472919176018388
7680,-29.56230588235294,260.19827586206895,77.5,6.45,-6.488592201672026
7690,-29.413835294117646,260.25,75.1,6.498,-6.504429117072449
7700,-29.323933333333333,260.30172413793105,74.3,6.514,-6.520437865253215
7710,-29.2926,260.35344827586204,74.8,6.504,-6.53662638924789
7720,-29.24663529411765,260.39503546099286,76.0,6.48,-6.553002632090032
7730,-29.1944,260.34539007092195,76.9,6.462,-6.569574536813203
7740,-29.16865,260.29574468085104,77.1,6.458,-6.586350046450965
7750,-29.105789473684208,260.24609929078014,76.7,6.466,-6.603337104036877
7760,-28.987263157894738,260.1964539007092,77.2,6.4559999999999995,-6.6205436526045025
7770,-28.91,260.14680851063827,79.1,6.418,-6.637977635187399
7780,-28.874,260.09716312056736,80.0,6.4,-6.655646994819133
7790,-28.86138823529412,260.04751773049645,78.2,6.436,-6.6735596745332595
7800,-28.8588,259.9978723404255,75.5,6.49,-6.691723617363344
7810,-28.766564705882352,259.9482269503546,78.1,6.438000000000001,-6.710146766342946
7820,-28.703764705882353,259.8985815602837,81.9,6.362,-6.728837064505627
7830,-28.70964705882353,259.84893617021277,81.4,6.372,-6.7478024548849485
7840,-28.724423529411766,259.7992907801418,79.2,6.416,-6.767050880514469
7850,-28.745129411764704,259.7496453900709,78.4,6.432,-6.786590284427754
