years_bp,geomagnetic_vadm
4103,7.466
4104,7.464
4105,7.462
4106,7.46
4107,7.4559999999999995
4108,7.452
4109,7.446
4110,7.442
4111,7.436
4112,7.432
4113,7.426
4114,7.42
4115,7.414
4116,7.406
4117,7.4
4118,7.394
4119,7.388
4120,7.38
4121,7.374
4122,7.366
4123,7.36
4124,7.352
4125,7.346
4126,7.338
4127,7.332
4128,7.324
4129,7.318
4130,7.31
4131,7.304
4132,7.298
4133,7.292
4134,7.288
4135,7.284
4136,7.282
4137,7.282
4138,7.28
4139,7.282
4140,7.284
4141,7.286
4142,7.29
4143,7.296
4144,7.304
4145,7.31
4146,7.32
4147,7.328
4148,7.338
4149,7.348
4150,7.36
4151,7.37
4152,7.38
4153,7.392
4154,7.402
4155,7.412
4156,7.42
4157,7.428
4158,7.436
4159,7.442
4160,7.444
4161,7.446
4162,7.446
4163,7.444
4164,7.4399999999999995
4165,7.436
4166,7.43
4167,7.4239999999999995
4168,7.416
4169,7.41
4170,7.404
4171,7.398
4172,7.394
4173,7.39
4174,7.386
4175,7.382
4176,7.38
4177,7.378
4178,7.378
4179,7.378
4180,7.38
4181,7.382
4182,7.384
4183,7.386
4184,7.388
4185,7.39
4186,7.392
4187,7.394
4188,7.394
4189,7.394
4190,7.392
4191,7.39
4192,7.388
4193,7.384
4194,7.378
4195,7.372
4196,7.364
4197,7.356
4198,7.348
4199,7.34
4200,7.33
4201,7.32
4202,7.312
4203,7.302
4204,7.292
4205,7.284
4206,7.274
4207,7.266
4208,7.258
4209,7.252
4210,7.244
4211,7.24
4212,7.236
4213,7.232
4214,7.228
4215,7.226
4216,7.226
4217,7.226
4218,7.226
4219,7.226
4220,7.228
4221,7.23
4222,7.232
4223,7.234
4224,7.236
4225,7.2379999999999995
4226,7.242
4227,7.244
4228,7.2459999999999996
4229,7.25
4230,7.252
4231,7.256
4232,7.258
4233,7.26
4234,7.264
4235,7.268
4236,7.272
4237,7.276
4238,7.282
4239,7.288
4240,7.292
4241,7.298
4242,7.304
4243,7.308
4244,7.312
4245,7.316
4246,7.318
4247,7.32
4248,7.322
4249,7.324
4250,7.324
4251,7.324
4252,7.324
4253,7.324
4254,7.324
4255,7.324
4256,7.322
4257,7.322
4258,7.32
4259,7.32
4260,7.318
4261,7.316
4262,7.312
4263,7.31
4264,7.308
4265,7.304
4266,7.3
4267,7.296
4268,7.292
4269,7.288
4270,7.282
4271,7.276
4272,7.272
4273,7.266
4274,7.258
4275,7.252
4276,7.248
4277,7.242
4278,7.236
4279,7.232
4280,7.228
4281,7.226
4282,7.224
4283,7.224
4284,7.224
4285,7.224
4286,7.226
4287,7.228
4288,7.23
4289,7.234
4290,7.2379999999999995
4291,7.242
4292,7.248
4293,7.252
4294,7.258
4295,7.264
4296,7.268
4297,7.272
4298,7.276
4299,7.28
4300,7.282
4301,7.284
4302,7.284
4303,7.284
4304,7.284
4305,7.282
4306,7.28
4307,7.276
4308,7.274
4309,7.272
4310,7.268
4311,7.266
4312,7.264
4313,7.2620000000000005
4314,7.26
4315,7.26
4316,7.258
4317,7.256
4318,7.252
4319,7.25
4320,7.2459999999999996
4321,7.242
4322,7.2379999999999995
4323,7.232
4324,7.228
4325,7.2219999999999995
4326,7.214
4327,7.208
4328,7.2
4329,7.194
4330,7.186
4331,7.178
4332,7.172
4333,7.164
4334,7.1579999999999995
4335,7.15
4336,7.144
4337,7.14
4338,7.134
4339,7.13
4340,7.128
4341,7.124
4342,7.122
4343,7.122
4344,7.122
4345,7.122
4346,7.122
4347,7.124
4348,7.1259999999999994
4349,7.128
4350,7.13
4351,7.132
4352,7.136
4353,7.138
4354,7.142
4355,7.144
4356,7.148
4357,7.15
4358,7.154
4359,7.156
4360,7.156
4361,7.156
4362,7.154
4363,7.15
4364,7.146
4365,7.14
4366,7.134
4367,7.1259999999999994
4368,7.118
4369,7.112
4370,7.104
4371,7.098
4372,7.092
4373,7.086
4374,7.082
4375,7.078
4376,7.074
4377,7.072
4378,7.07
4379,7.068
4380,7.066
4381,7.064
4382,7.062
4383,7.06
4384,7.058
4385,7.056
4386,7.056
4387,7.054
4388,7.052
4389,7.05
4390,7.048
4391,7.046
4392,7.042
4393,7.04
4394,7.038
4395,7.036
4396,7.034
4397,7.032
4398,7.03
4399,7.028
4400,7.028
4401,7.028
4402,7.03
4403,7.032
4404,7.036
4405,7.04
4406,7.046
4407,7.052
4408,7.06
4409,7.066
4410,7.074
4411,7.082
4412,7.09
4413,7.1
4414,7.11
4415,7.122
4416,7.134
4417,7.148
4418,7.162
4419,7.178
4420,7.192
4421,7.204
4422,7.214
4423,7.2219999999999995
4424,7.228
4425,7.232
4426,7.232
4427,7.23
4428,7.226
4429,7.2219999999999995
4430,7.216
4431,7.21
4432,7.2059999999999995
4433,7.202
4434,7.198
4435,7.196
4436,7.196
4437,7.194
4438,7.196
4439,7.198
4440,7.2
4441,7.2059999999999995
4442,7.21
4443,7.218
4444,7.224
4445,7.232
4446,7.24
4447,7.248
4448,7.256
4449,7.2620000000000005
4450,7.268
4451,7.274
4452,7.278
4453,7.28
4454,7.282
4455,7.282
4456,7.282
4457,7.28
4458,7.276
4459,7.272
4460,7.266
4461,7.26
4462,7.252
4463,7.244
4464,7.236
4465,7.228
4466,7.22
4467,7.212
4468,7.204
4469,7.198
4470,7.192
4471,7.188
4472,7.184
4473,7.18
4474,7.176
4475,7.17
4476,7.166
4477,7.1579999999999995
4478,7.152
4479,7.144
4480,7.136
4481,7.13
4482,7.12
4483,7.114
4484,7.106
4485,7.098
4486,7.09
4487,7.084
4488,7.078
4489,7.072
4490,7.066
4491,7.062
4492,7.058
4493,7.056
4494,7.052
4495,7.05
4496,7.046
4497,7.0440000000000005
4498,7.04
4499,7.038
4500,7.034
4501,7.032
4502,7.03
4503,7.028
4504,7.028
4505,7.026
4506,7.026
4507,7.026
4508,7.026
4509,7.026
4510,7.028
4511,7.03
4512,7.032
4513,7.036
4514,7.042
4515,7.048
4516,7.056
4517,7.064
4518,7.072
4519,7.082
4520,7.092
4521,7.102
4522,7.112
4523,7.122
4524,7.132
4525,7.142
4526,7.152
4527,7.16
4528,7.168
4529,7.176
4530,7.182
4531,7.186
4532,7.1899999999999995
4533,7.192
4534,7.194
4535,7.194
4536,7.194
4537,7.192
4538,7.1899999999999995
4539,7.186
4540,7.182
4541,7.178
4542,7.174
4543,7.17
4544,7.164
4545,7.16
4546,7.156
4547,7.152
4548,7.148
4549,7.144
4550,7.142
4551,7.138
4552,7.136
4553,7.132
4554,7.128
4555,7.124
4556,7.12
4557,7.114
4558,7.11
4559,7.104
4560,7.098
4561,7.094
4562,7.09
4563,7.086
4564,7.084
4565,7.082
4566,7.08
4567,7.082
4568,7.084
4569,7.086
4570,7.09
4571,7.096
4572,7.1
4573,7.106
4574,7.112
4575,7.116
4576,7.122
4577,7.1259999999999994
4578,7.13
4579,7.134
4580,7.136
4581,7.14
4582,7.142
4583,7.144
4584,7.144
4585,7.146
4586,7.146
4587,7.146
4588,7.144
4589,7.144
4590,7.142
4591,7.138
4592,7.134
4593,7.13
4594,7.1259999999999994
4595,7.12
4596,7.116
4597,7.11
4598,7.102
4599,7.096
4600,7.09
4601,7.084
4602,7.078
4603,7.074
4604,7.068
4605,7.064
4606,7.06
4607,7.058
4608,7.056
4609,7.056
4610,7.056
4611,7.056
4612,7.058
4613,7.06
4614,7.064
4615,7.066
4616,7.07
4617,7.074
4618,7.076
4619,7.08
4620,7.082
4621,7.086
4622,7.088
4623,7.09
4624,7.092
4625,7.092
4626,7.092
4627,7.092
4628,7.092
4629,7.09
4630,7.088
4631,7.086
4632,7.082
4633,7.078
4634,7.074
4635,7.068
4636,7.064
4637,7.06
4638,7.056
4639,7.052
4640,7.048
4641,7.046
4642,7.046
4643,7.046
4644,7.048
4645,7.05
4646,7.054
4647,7.058
4648,7.064
4649,7.07
4650,7.074
4651,7.08
4652,7.086
4653,7.09
4654,7.096
4655,7.098
4656,7.102
4657,7.104
4658,7.104
4659,7.102
4660,7.1
4661,7.096
4662,7.092
4663,7.088
4664,7.082
4665,7.074
4666,7.068
4667,7.06
4668,7.052
4669,7.042
4670,7.034
4671,7.024
4672,7.016
4673,7.006
4674,6.996
4675,6.9879999999999995
4676,6.978
4677,6.97
4678,6.962
4679,6.954
4680,6.946
4681,6.9399999999999995
4682,6.934
4683,6.928
4684,6.9239999999999995
4685,6.92
4686,6.918
4687,6.916
4688,6.916
4689,6.916
4690,6.916
4691,6.918
4692,6.922
4693,6.9239999999999995
4694,6.928
4695,6.93
4696,6.934
4697,6.938
4698,6.942
4699,6.946
4700,6.948
4701,6.952
4702,6.954
4703,6.9559999999999995
4704,6.9559999999999995
4705,6.958
4706,6.958
4707,6.958
4708,6.9559999999999995
4709,6.9559999999999995
4710,6.954
4711,6.954
4712,6.952
4713,6.95
4714,6.948
4715,6.946
4716,6.944
4717,6.942
4718,6.9399999999999995
4719,6.9399999999999995
4720,6.938
4721,6.936
4722,6.936
4723,6.936
4724,6.936
4725,6.936
4726,6.938
4727,6.938
4728,6.9399999999999995
4729,6.942
4730,6.946
4731,6.948
4732,6.95
4733,6.952
4734,6.954
4735,6.9559999999999995
4736,6.958
4737,6.958
4738,6.958
4739,6.9559999999999995
4740,6.954
4741,6.95
4742,6.946
4743,6.9399999999999995
4744,6.934
4745,6.926
4746,6.918
4747,6.9079999999999995
4748,6.898
4749,6.888
4750,6.8759999999999994
4751,6.864
4752,6.852
4753,6.84
4754,6.826
4755,6.814
4756,6.8
4757,6.788
4758,6.776
4759,6.7620000000000005
4760,6.75
4761,6.7379999999999995
4762,6.728
4763,6.716
4764,6.7059999999999995
4765,6.696
4766,6.688000000000001
4767,6.678
4768,6.672
4769,6.666
4770,6.66
4771,6.654
4772,6.65
4773,6.646
4774,6.6419999999999995
4775,6.64
4776,6.636
4777,6.636
4778,6.634
4779,6.634
4780,6.632
4781,6.632
4782,6.632
4783,6.634
4784,6.634
4785,6.634
4786,6.636
4787,6.638
4788,6.64
4789,6.6419999999999995
4790,6.644
4791,6.646
4792,6.648
4793,6.65
4794,6.652
4795,6.654
4796,6.658
4797,6.66
4798,6.662
4799,6.664
4800,6.666
4801,6.67
4802,6.672
4803,6.6739999999999995
4804,6.676
4805,6.676
4806,6.678
4807,6.68
4808,6.68
4809,6.682
4810,6.684
4811,6.684
4812,6.686
4813,6.688000000000001
4814,6.6899999999999995
4815,6.692
4816,6.696
4817,6.698
4818,6.702
4819,6.7059999999999995
4820,6.712
4821,6.718
4822,6.724
4823,6.73
4824,6.7379999999999995
4825,6.746
4826,6.754
4827,6.7620000000000005
4828,6.77
4829,6.7780000000000005
4830,6.788
4831,6.795999999999999
4832,6.804
4833,6.814
4834,6.822
4835,6.83
4836,6.836
4837,6.844
4838,6.85
4839,6.858
4840,6.864
4841,6.87
4842,6.8759999999999994
4843,6.882
4844,6.886
4845,6.8919999999999995
4846,6.898
4847,6.902
4848,6.9079999999999995
4849,6.914
4850,6.918
4851,6.9239999999999995
4852,6.93
4853,6.936
4854,6.9399999999999995
4855,6.946
4856,6.952
4857,6.958
4858,6.964
4859,6.97
4860,6.978
4861,6.984
4862,6.99
4863,6.996
4864,7.002
4865,7.008
4866,7.014
4867,7.02
4868,7.024
4869,7.03
4870,7.034
4871,7.04
4872,7.0440000000000005
4873,7.048
4874,7.052
4875,7.056
4876,7.058
4877,7.06
4878,7.064
4879,7.066
4880,7.068
4881,7.068
4882,7.07
4883,7.07
4884,7.07
4885,7.07
4886,7.07
4887,7.07
4888,7.068
4889,7.066
4890,7.064
4891,7.062
4892,7.058
4893,7.056
4894,7.052
4895,7.048
4896,7.0440000000000005
4897,7.04
4898,7.036
4899,7.034
4900,7.03
4901,7.026
4902,7.022
4903,7.02
4904,7.018
4905,7.014
4906,7.0120000000000005
4907,7.01
4908,7.008
4909,7.006
4910,7.004
4911,7.002
4912,7.002
4913,7.0
4914,6.998
4915,6.996
4916,6.994
4917,6.992
4918,6.99
4919,6.9879999999999995
4920,6.986
4921,6.984
4922,6.982
4923,6.978
4924,6.976
4925,6.9719999999999995
4926,6.97
4927,6.966
4928,6.962
4929,6.958
4930,6.954
4931,6.95
4932,6.944
4933,6.9399999999999995
4934,6.934
4935,6.93
4936,6.9239999999999995
4937,6.918
4938,6.912
4939,6.906
4940,6.9
4941,6.894
4942,6.888
4943,6.882
4944,6.8759999999999994
4945,6.872
4946,6.868
4947,6.864
4948,6.859999999999999
4949,6.858
4950,6.858
4951,6.858
4952,6.858
4953,6.859999999999999
4954,6.862
4955,6.866
4956,6.87
4957,6.872
4958,6.8759999999999994
4959,6.88
4960,6.884
4961,6.888
4962,6.8919999999999995
4963,6.894
4964,6.896
4965,6.898
4966,6.9
4967,6.902
4968,6.904
4969,6.904
4970,6.906
4971,6.9079999999999995
4972,6.912
4973,6.914
4974,6.918
4975,6.9239999999999995
4976,6.93
4977,6.936
4978,6.942
4979,6.948
4980,6.952
4981,6.9559999999999995
4982,6.96
4983,6.962
4984,6.962
4985,6.962
4986,6.96
4987,6.958
4988,6.9559999999999995
4989,6.954
4990,6.952
4991,6.95
4992,6.948
4993,6.946
4994,6.944
4995,6.942
4996,6.9399999999999995
4997,6.938
4998,6.934
4999,6.93
5000,6.926
5005,6.896
5010,6.854
5015,6.816
5020,6.798
5025,6.798
5030,6.802
5035,6.808
5040,6.818
5045,6.844
5050,6.882
5055,6.918
5060,6.932
5065,6.922
5070,6.918
5075,6.912
5080,6.9
5085,6.896
5090,6.894
5095,6.882
5100,6.852
5105,6.8100000000000005
5110,6.77
5115,6.746
5120,6.734
5125,6.734
5130,6.742
5135,6.752
5140,6.766
5145,6.782
5150,6.782
5155,6.76
5160,6.726
5165,6.682
5170,6.65
5175,6.634
5180,6.614
5185,6.582
5190,6.542
5195,6.508
5200,6.478
5205,6.45
5210,6.454
5215,6.4719999999999995
5220,6.47
5225,6.444
5230,6.4239999999999995
5235,6.43
5240,6.428
5245,6.406
5250,6.378
5255,6.364
5260,6.362
5265,6.3580000000000005
5270,6.356
5275,6.366
5280,6.382
5285,6.402
5290,6.422
5295,6.436
5300,6.446
5305,6.464
5310,6.496
5315,6.545999999999999
5320,6.609999999999999
5325,6.682
5330,6.744
5335,6.774
5340,6.7620000000000005
5345,6.728
5350,6.696
5355,6.6899999999999995
5360,6.698
5365,6.696
5370,6.68
5375,6.648
5380,6.604
5385,6.561999999999999
5390,6.538
5395,6.5280000000000005
5400,6.516
5405,6.49
5410,6.4559999999999995
5415,6.42
5420,6.3740000000000006
5425,6.338
5430,6.32
5435,6.328
5440,6.359999999999999
5445,6.4
5450,6.416
5455,6.416
5460,6.418
5465,6.438000000000001
5470,6.47
5475,6.512
5480,6.554
5485,6.59
5490,6.614
5495,6.618
5500,6.594
5505,6.548
5510,6.5
5515,6.48
5520,6.474
5525,6.46
5530,6.428
5535,6.3919999999999995
5540,6.362
5545,6.346
5550,6.34
5555,6.338
5560,6.324
5565,6.308
5570,6.3100000000000005
5575,6.332
5580,6.3740000000000006
5585,6.442
5590,6.514
5595,6.57
5600,6.6240000000000006
5605,6.68
5610,6.7219999999999995
5615,6.7219999999999995
5620,6.678
5625,6.638
5630,6.6080000000000005
5635,6.578
5640,6.552
5645,6.54
5650,6.55
5655,6.586
5660,6.634
5665,6.658
5670,6.644
5675,6.62
5680,6.606
5685,6.592
5690,6.568
5695,6.5440000000000005
5700,6.526
5705,6.518
5710,6.516
5715,6.52
5720,6.524
5725,6.532
5730,6.538
5735,6.5440000000000005
5740,6.552
5745,6.57
5750,6.598
5755,6.628
5760,6.648
5765,6.656
5770,6.654
5775,6.644
5780,6.6259999999999994
5785,6.6080000000000005
5790,6.592
5795,6.586
5800,6.578
5805,6.558
5810,6.526
5815,6.5
5820,6.478
5825,6.432
5830,6.368
5835,6.334
5840,6.332
5845,6.336
5850,6.332
5855,6.332
5860,6.332
5865,6.326
5870,6.311999999999999
5875,6.295999999999999
5880,6.286
5885,6.29
5890,6.306
5895,6.334
5900,6.368
5905,6.406
5910,6.4399999999999995
5915,6.466
5920,6.481999999999999
5925,6.496
5930,6.516
5935,6.542
5940,6.572
5945,6.596
5950,6.609999999999999
5955,6.602
5960,6.578
5965,6.538
5970,6.494
5975,6.452
5980,6.42
5985,6.426
5990,6.468
5995,6.51
6000,6.572
6005,6.614
6010,6.628
6015,6.634
6020,6.634
6025,6.632
6030,6.628
6035,6.62
6040,6.602
6045,6.564
6050,6.524
6055,6.502
6060,6.506
6065,6.514
6070,6.506
6075,6.478
6080,6.436
6085,6.388
6090,6.344
6095,6.308
6100,6.2940000000000005
6105,6.306
6110,6.338
6115,6.38
6120,6.42
6125,6.448
6130,6.454
6135,6.428
6140,6.3759999999999994
6145,6.314
6150,6.254
6155,6.2059999999999995
6160,6.184
6165,6.182
6170,6.198
6175,6.22
6180,6.248
6185,6.274
6190,6.298
6195,6.32
6200,6.344
6205,6.368
6210,6.3919999999999995
6215,6.412
6220,6.4239999999999995
6225,6.422
6230,6.402
6235,6.364
6240,6.311999999999999
6245,6.258
6250,6.212
6255,6.182
6260,6.1739999999999995
6265,6.188000000000001
6270,6.216
6275,6.252
6280,6.292
6285,6.332
6290,6.37
6295,6.408
6300,6.444
6305,6.481999999999999
6310,6.516
6315,6.5440000000000005
6320,6.5600000000000005
6325,6.558
6330,6.538
6335,6.512
6340,6.496
6345,6.49
6350,6.492
6355,6.498
6360,6.496
6365,6.4719999999999995
6370,6.426
6375,6.3740000000000006
6380,6.336
6385,6.33
6390,6.3580000000000005
6395,6.406
6400,6.46
6405,6.5
6410,6.538
6415,6.5440000000000005
6420,6.512
6425,6.468
6430,6.432
6435,6.428
6440,6.45
6445,6.478
6450,6.494
6455,6.498
6460,6.49
6465,6.4719999999999995
6470,6.45
6475,6.428
6480,6.416
6485,6.422
6490,6.45
6495,6.49
6500,6.522
6505,6.53
6510,6.518
6515,6.496
6520,6.468
6525,6.448
6530,6.4399999999999995
6535,6.4399999999999995
6540,6.434
6545,6.42
6550,6.41
6555,6.416
6560,6.434
6565,6.454
6570,6.466
6575,6.462
6580,6.436
6585,6.4
6590,6.364
6595,6.342
6600,6.34
6605,6.342
6610,6.338
6615,6.322
6620,6.308
6625,6.3100000000000005
6630,6.324
6635,6.34
6640,6.348
6645,6.342
6650,6.338
6655,6.336
6660,6.35
6665,6.3759999999999994
6670,6.408
6675,6.4399999999999995
6680,6.458
6685,6.458
6690,6.442
6695,6.42
6700,6.394
6705,6.37
6710,6.346
6715,6.328
6720,6.318
6725,6.314
6730,6.32
6735,6.334
6740,6.359999999999999
6745,6.394
6750,6.4239999999999995
6755,6.432
6760,6.408
6765,6.372
6770,6.34
6775,6.326
6780,6.332
6785,6.348
6790,6.368
6795,6.4
6800,6.438000000000001
6805,6.458
6810,6.442
6815,6.394
6820,6.34
6825,6.316
6830,6.316
6835,6.308
6840,6.295999999999999
6845,6.302
6850,6.32
6855,6.336
6860,6.338
6865,6.324
6870,6.298
6875,6.274
6880,6.266
6885,6.28
6890,6.3
6895,6.316
6900,6.324
6905,6.32
6910,6.3100000000000005
6915,6.2940000000000005
6920,6.276
6925,6.258
6930,6.244
6935,6.2379999999999995
6940,6.244
6945,6.266
6950,6.2940000000000005
6955,6.308
6960,6.304
6965,6.292
6970,6.276
6975,6.266
6980,6.26
6985,6.26
6990,6.266
6995,6.276
7000,6.288
7005,6.298
7010,6.308
7015,6.316
7020,6.322
7025,6.328
7030,6.328
7035,6.322
7040,6.306
7045,6.28
7050,6.254
7055,6.231999999999999
7060,6.218
7065,6.216
7070,6.218
7075,6.218
7080,6.214
7085,6.2059999999999995
7090,6.194
7095,6.176
7100,6.158
7105,6.138
7110,6.118
7115,6.092
7120,6.064
7125,6.03
7130,5.986
7135,5.936
7140,5.8919999999999995
7145,5.8740000000000006
7150,5.901999999999999
7155,5.9719999999999995
7160,6.064
7165,6.156
7170,6.224
7175,6.264
7180,6.276
7185,6.268
7190,6.248
7195,6.218
7200,6.182
7205,6.1419999999999995
7210,6.102
7215,6.061999999999999
7220,6.03
7225,6.004
7230,5.9879999999999995
7235,5.984
7240,5.99
7245,6.008
7250,6.038
7255,6.076
7260,6.116
7265,6.148
7270,6.172
7275,6.184
7280,6.188000000000001
7285,6.182
7290,6.17
7295,6.152
7300,6.134
7305,6.12
7310,6.118
7315,6.13
7320,6.154
7325,6.184
7330,6.212
7335,6.231999999999999
7340,6.234
7345,6.2219999999999995
7350,6.204
7355,6.1899999999999995
7360,6.186
7365,6.198
7370,6.204
7375,6.18
7380,6.134
7385,6.092
7390,6.064
7395,6.032
7400,5.996
7405,5.958
7410,5.952
7415,5.968
7420,6.012
7425,6.1419999999999995
7430,6.29
7435,6.362
7440,6.342
7445,6.302
7450,6.258
7455,6.23
7460,6.218
7465,6.22
7470,6.228
7475,6.242
7480,6.252
7485,6.256
7490,6.252
7495,6.236
7500,6.22
7505,6.22
7510,6.254
7515,6.311999999999999
7520,6.359999999999999
7525,6.366
7530,6.328
7535,6.262
7540,6.192
7545,6.136
7550,6.104
7555,6.098
7560,6.12
7565,6.17
7570,6.236
7575,6.302
7580,6.35
7585,6.38
7590,6.388
7595,6.378
7600,6.362
7605,6.354
7610,6.366
7615,6.394
7620,6.418
7625,6.426
7630,6.414
7635,6.39
7640,6.359999999999999
7645,6.336
7650,6.318
7655,6.311999999999999
7660,6.322
7665,6.346
7670,6.378
7675,6.416
7680,6.45
7685,6.478
7690,6.498
7695,6.51
7700,6.514
7705,6.512
7710,6.504
7715,6.492
7720,6.48
7725,6.468
7730,6.462
7735,6.458
7740,6.458
7745,6.462
7750,6.466
7755,6.466
7760,6.4559999999999995
7765,6.438000000000001
7770,6.418
7775,6.404
7780,6.4
7785,6.41
7790,6.436
7795,6.47
7800,6.49
7805,6.478
7810,6.438000000000001
7815,6.3919999999999995
7820,6.362
7825,6.3580000000000005
7830,6.372
7835,6.394
7840,6.416
7845,6.43
7850,6.432
7855,6.422
7860,6.416
7865,6.432
7870,6.466
7875,6.5
7880,6.516
7885,6.506
7890,6.466
7895,6.398
7900,6.322
7905,6.27
7910,6.252
7915,6.254
7920,6.268
7925,6.295999999999999
7930,6.344
7935,6.402
7940,6.448
7945,6.46
7950,6.446
7955,6.43
7960,6.434
7965,6.4559999999999995
7970,6.484
7975,6.512
7980,6.524
7985,6.522
7990,6.506
7995,6.481999999999999
8000,6.462
8005,6.4559999999999995
8010,6.4719999999999995
8015,6.506
8020,6.548
8025,6.592
8030,6.63
8035,6.658
8040,6.68
8045,6.692
8050,6.698
8055,6.696
8060,6.6899999999999995
8065,6.678
8070,6.66
8075,6.64
8080,6.614
8085,6.588
8090,6.561999999999999
8095,6.536
8100,6.514
8105,6.496
8110,6.481999999999999
8115,6.476
8120,6.4719999999999995
8125,6.466
8130,6.452
8135,6.432
8140,6.41
8145,6.384
8150,6.364
8155,6.35
8160,6.348
8165,6.362
8170,6.396
8175,6.444
8180,6.494
8185,6.542
8190,6.58
8195,6.6
8200,6.6080000000000005
8205,6.609999999999999
8210,6.612
8215,6.62
8220,6.632
8225,6.64
8230,6.634
8235,6.612
8240,6.584
8245,6.556
8250,6.538
8255,6.518
8260,6.4879999999999995
8265,6.442
8270,6.398
8275,6.3759999999999994
8280,6.38
8285,6.394
8290,6.398
8295,6.384
8300,6.372
8305,6.362
8310,6.356
8315,6.356
8320,6.364
8325,6.378
8330,6.396
8335,6.394
8340,6.4
8345,6.432
8350,6.45
8355,6.438000000000001
8360,6.426
8365,6.438000000000001
8370,6.464
8375,6.486
8380,6.51
8385,6.54
8390,6.566
8395,6.568
8400,6.564
8405,6.576
8410,6.602
8415,6.628
8420,6.656
8425,6.6899999999999995
8430,6.708
8435,6.698
8440,6.676
8445,6.664
8450,6.6739999999999995
8455,6.696
8460,6.708
8465,6.704
8470,6.692
8475,6.676
8480,6.664
8485,6.658
8490,6.65
8495,6.628
8500,6.59
8505,6.552
8510,6.538
8515,6.554
8520,6.576
8525,6.576
8530,6.552
8535,6.536
8540,6.554
8545,6.6080000000000005
8550,6.644
8555,6.652
8560,6.644
8565,6.6240000000000006
8570,6.594
8575,6.561999999999999
8580,6.538
8585,6.538
8590,6.574
8595,6.634
8600,6.692
8605,6.73
8610,6.732
8615,6.708
8620,6.67
8625,6.638
8630,6.632
8635,6.654
8640,6.6899999999999995
8645,6.724
8650,6.748
8655,6.766
8660,6.766
8665,6.74
8670,6.7
8675,6.662
8680,6.634
8685,6.616
8690,6.614
8695,6.618
8700,6.6259999999999994
8705,6.616
8710,6.592
8715,6.576
8720,6.586
8725,6.606
8730,6.612
8735,6.592
8740,6.561999999999999
8745,6.542
8750,6.532
8755,6.52
8760,6.508
8765,6.498
8770,6.502
8775,6.526
8780,6.554
8785,6.568
8790,6.57
8795,6.558
8800,6.542
8805,6.526
8810,6.52
8815,6.5280000000000005
8820,6.524
8825,6.492
8830,6.438000000000001
8835,6.38
8840,6.34
8845,6.32
8850,6.316
8855,6.322
8860,6.338
8865,6.362
8870,6.378
8875,6.362
8880,6.32
8885,6.274
8890,6.254
8895,6.272
8900,6.295999999999999
8905,6.295999999999999
8910,6.27
8915,6.2219999999999995
8920,6.17
8925,6.138
8930,6.13
8935,6.132
8940,6.13
8945,6.12
8950,6.109999999999999
8955,6.096
8960,6.064
8965,6.034
8970,6.0280000000000005
8975,6.04
8980,6.061999999999999
8985,6.088
8990,6.1259999999999994
8995,6.18
9000,6.228
9005,6.246
9010,6.28
9015,6.318
9020,6.34
9025,6.3740000000000006
9030,6.4239999999999995
9035,6.46
9040,6.466
9045,6.442
9050,6.394
9055,6.342
9060,6.302
9065,6.28
9070,6.26
9075,6.246
9080,6.246
9085,6.266
9090,6.29
9095,6.3
9100,6.292
9105,6.27
9110,6.242
9115,6.216
9120,6.21
9125,6.236
9130,6.268
9135,6.29
9140,6.306
9145,6.326
9150,6.344
9155,6.35
9160,6.342
9165,6.32
9170,6.282
9175,6.231999999999999
9180,6.182
9185,6.14
9190,6.122
9195,6.1259999999999994
9200,6.14
9205,6.148
9210,6.144
9215,6.128
9220,6.109999999999999
9225,6.09
9230,6.07
9235,6.048
9240,6.03
9245,6.016
9250,6.004
9255,5.998
9260,5.998
9265,6.004
9270,6.018
9275,6.036
9280,6.054
9285,6.068
9290,6.078
9295,6.084
9300,6.086
9305,6.088
9310,6.09
9315,6.094
9320,6.102
9325,6.116
9330,6.128
9335,6.1259999999999994
9340,6.1080000000000005
9345,6.078
9350,6.0440000000000005
9355,6.012
9360,5.974
9365,5.934
9370,5.91
9375,5.906
9380,5.890000000000001
9385,5.852
9390,5.821999999999999
9395,5.818
9400,5.842
9405,5.8740000000000006
9410,5.8919999999999995
9415,5.894
9420,5.9
9425,5.92
9430,5.942
9435,5.954000000000001
9440,5.9559999999999995
9445,5.95
9450,5.944
9455,5.942
9460,5.946
9465,5.9559999999999995
9470,5.9719999999999995
9475,5.992
9480,6.016
9485,6.0440000000000005
9490,6.07
9495,6.088
9500,6.088
9505,6.07
9510,6.032
9515,5.9879999999999995
9520,5.9719999999999995
9525,5.998
9530,6.052
9535,6.13
9540,6.22
9545,6.3100000000000005
9550,6.382
9555,6.434
9560,6.466
9565,6.468
9570,6.442
9575,6.404
9580,6.3759999999999994
9585,6.356
9590,6.346
9595,6.342
9600,6.348
9605,6.356
9610,6.356
9615,6.34
9620,6.318
9625,6.308
9630,6.3100000000000005
9635,6.302
9640,6.282
9645,6.25
9650,6.224
9655,6.216
9660,6.2219999999999995
9665,6.2219999999999995
9670,6.212
9675,6.2
9680,6.202
9685,6.216
9690,6.234
9695,6.25
9700,6.256
9705,6.256
9710,6.252
9715,6.246
9720,6.2379999999999995
9725,6.23
9730,6.22
9735,6.21
9740,6.2
9745,6.1899999999999995
9750,6.18
9755,6.17
9760,6.162
